episode,epoch,reward,confidence,value,policy_loss,value_loss,total_loss,grad_norm,time0,19,0,0.032,0.204,-0.866,0.045,-0.885,tensor(3.1385),0.20,19,0,0.032,0.204,-0.866,0.045,-0.885,tensor(3.1385),0.2
9,20,0,0.031,-0.229,0.289,0.005,0.25,tensor(0.6772),1.9
9,40,0,0.041,-0.097,-0.137,0.003,-0.174,tensor(0.4706),2.0
9,60,0,0.063,-0.103,0.167,0.004,0.139,tensor(0.5494),2.1
9,66,-1,0.124,-0.07,-0.735,0.846,-0.318,tensor(8.2174),2.1
10,19,0,0.031,-0.222,-0.285,0.009,-0.322,tensor(0.7625),2.1
10,39,0,0.038,-0.249,0.062,0.002,0.025,tensor(0.3418),2.2
10,59,0,0.055,-0.187,-0.034,0.001,-0.067,tensor(0.1902),2.2
10,73,-1,0.132,-0.169,-1.333,0.642,-1.026,tensor(8.6784),2.3
11,20,0,0.031,-0.181,-0.236,0.009,-0.274,tensor(0.6687),2.3
11,40,0,0.038,-0.301,0.299,0.006,0.264,tensor(0.6412),2.4
11,60,0,0.057,-0.28,-0.116,0.002,-0.146,tensor(0.3704),2.4
11,68,1,0.102,-0.371,2.061,1.839,2.968,tensor(13.6682),2.5
12,19,0,0.041,-0.132,0.629,0.025,0.6,tensor(1.3355),2.5
12,39,0,0.045,0.091,-0.129,0.004,-0.166,tensor(0.4375),2.6
12,59,0,0.056,0.102,-0.192,0.004,-0.222,tensor(0.5758),2.6
12,69,1,0.121,0.047,1.178,0.873,1.602,tensor(8.6487),2.6
13,20,0,0.029,-0.247,0.188,0.003,0.147,tensor(0.4022),2.7
13,40,0,0.037,-0.247,0.004,0.002,-0.033,tensor(0.2815),2.8
13,60,0,0.064,-0.251,-0.09,0.001,-0.12,tensor(0.2442),2.8
13,66,-1,0.109,-0.286,-0.588,0.496,-0.349,tensor(6.0892),2.8
14,19,0,0.034,-0.026,0.161,0.006,0.122,tensor(0.5118),2.9
14,39,0,0.038,0.019,-0.399,0.01,-0.433,tensor(0.8332),2.9
14,59,0,0.063,-0.064,-0.172,0.005,-0.199,tensor(0.5515),3.0
14,63,-1,0.106,-0.002,-0.711,0.987,-0.222,tensor(10.8527),3.0
15,20,0,0.032,-0.166,-0.03,0.001,-0.071,tensor(0.1752),3.1
15,40,0,0.04,-0.268,0.009,0.0,-0.029,tensor(0.1081),3.1
15,60,0,0.069,-0.281,-0.065,0.001,-0.093,tensor(0.2485),3.2
15,66,-1,0.132,-0.346,-0.295,0.415,-0.093,tensor(4.9226),3.2
16,19,0,0.032,-0.113,-0.022,0.005,-0.061,tensor(0.4465),3.2
16,39,0,0.037,-0.125,-0.165,0.003,-0.202,tensor(0.4087),3.3
16,59,0,0.048,-0.214,-0.194,0.005,-0.225,tensor(0.5410),3.4
16,69,1,0.097,-0.358,1.877,1.793,2.759,tensor(11.0405),3.4
17,20,0,0.034,-0.354,-0.282,0.009,-0.319,tensor(0.6756),3.4
17,40,0,0.037,-0.467,0.139,0.002,0.101,tensor(0.2648),3.5
17,60,0,0.057,-0.406,0.326,0.015,0.304,tensor(0.8810),3.5
17,66,0,0.12,-0.339,0.243,0.115,0.295,tensor(2.7064),3.6
18,19,0,0.028,-0.186,-0.419,0.011,-0.455,tensor(0.7591),3.6
18,39,0,0.035,-0.306,-0.055,0.001,-0.093,tensor(0.2252),3.7
18,59,0,0.053,-0.304,0.05,0.001,0.019,tensor(0.1409),3.7
18,65,1,0.103,-0.267,1.334,1.58,2.114,tensor(11.1593),3.7
19,20,0,0.044,-0.281,-0.139,0.002,-0.18,tensor(0.2792),3.8
19,40,0,0.043,-0.137,0.021,0.005,-0.015,tensor(0.4059),3.9
19,60,0,0.067,-0.094,-0.2,0.007,-0.227,tensor(0.6046),3.9
19,66,1,0.118,-0.136,0.847,1.268,1.473,tensor(9.0937),3.9
20,19,0,0.031,-0.149,0.045,0.002,0.004,tensor(0.2209),4.0
20,39,0,0.042,-0.253,0.05,0.002,0.013,tensor(0.2175),4.0
20,59,0,0.065,-0.106,0.042,0.004,0.014,tensor(0.3395),4.1
20,65,0,0.129,-0.108,0.064,0.012,0.065,tensor(0.8829),4.1
21,20,0,0.033,-0.004,0.035,0.002,-0.006,tensor(0.2346),4.2
21,40,0,0.046,0.011,-0.113,0.002,-0.151,tensor(0.2607),4.2
21,60,0,0.061,-0.112,0.08,0.001,0.05,tensor(0.2640),4.3
21,70,-1,0.114,-0.076,-1.344,0.818,-0.95,tensor(6.9542),4.3
22,19,0,0.04,0.103,-0.009,0.001,-0.05,tensor(0.1804),4.4
22,39,0,0.051,0.227,0.192,0.006,0.157,tensor(0.4987),4.4
22,59,0,0.071,0.34,-0.065,0.001,-0.094,tensor(0.1550),4.5
22,65,0,0.117,0.345,-0.4,0.119,-0.349,tensor(2.6908),4.5
23,20,0,0.031,0.013,-0.067,0.002,-0.108,tensor(0.2266),4.5
23,40,0,0.04,-0.075,0.181,0.003,0.144,tensor(0.3741),4.6
23,60,0,0.067,-0.116,0.298,0.015,0.277,tensor(0.8195),4.7
24,19,0,0.034,-0.056,-0.123,0.005,-0.162,tensor(0.3985),4.7
24,39,0,0.039,-0.059,0.134,0.002,0.097,tensor(0.3158),4.8
24,59,0,0.056,0.021,-0.034,0.001,-0.064,tensor(0.2268),4.8
24,65,-1,0.103,-0.061,-0.785,0.863,-0.362,tensor(8.3364),4.8
25,20,0,0.04,-0.123,-0.133,0.005,-0.172,tensor(0.4442),4.9
25,40,0,0.043,-0.079,-0.178,0.003,-0.215,tensor(0.3717),5.0
25,60,0,0.089,-0.245,-0.231,0.01,-0.253,tensor(0.7360),5.0
25,62,-1,0.118,-0.275,-0.0,0.525,0.263,tensor(4.9400),5.0
26,19,0,0.034,0.058,-0.44,0.016,-0.474,tensor(0.8376),5.1
26,39,0,0.04,0.01,-0.195,0.005,-0.231,tensor(0.4674),5.1
26,59,0,0.064,-0.12,-0.042,0.003,-0.071,tensor(0.2806),5.2
26,67,1,0.096,-0.168,1.372,1.329,2.022,tensor(10.7254),5.2
27,20,0,0.036,-0.117,-0.343,0.015,-0.378,tensor(0.8432),5.3
27,40,0,0.04,-0.11,0.433,0.023,0.405,tensor(0.9664),5.3
27,60,0,0.052,-0.032,-0.196,0.005,-0.224,tensor(0.4665),5.4
27,66,1,0.096,-0.066,0.796,1.115,1.344,tensor(8.1080),5.4
28,19,0,0.033,-0.11,-0.065,0.016,-0.099,tensor(0.6792),5.4
28,39,0,0.043,-0.1,0.176,0.004,0.139,tensor(0.3886),5.5
28,59,0,0.059,-0.131,-0.464,0.023,-0.483,tensor(1.0332),5.6
28,67,1,0.13,-0.225,1.26,1.467,1.986,tensor(9.7825),5.6
29,20,0,0.035,0.029,-0.559,0.026,-0.587,tensor(1.1372),5.6
29,40,0,0.05,-0.103,-0.487,0.021,-0.514,tensor(1.0170),5.8
29,60,0,0.063,-0.133,0.084,0.004,0.055,tensor(0.3462),5.8
29,66,-1,0.105,-0.165,-0.783,0.681,-0.453,tensor(7.3256),5.9
30,19,0,0.037,-0.039,0.136,0.002,0.096,tensor(0.3067),5.9
30,39,0,0.041,0.076,0.061,0.001,0.024,tensor(0.1910),6.0
30,59,0,0.057,0.193,0.091,0.002,0.062,tensor(0.2511),6.0
30,67,1,0.113,0.283,0.853,0.493,1.088,tensor(4.9406),6.1
31,20,0,0.035,0.068,-0.224,0.009,-0.261,tensor(0.5677),6.1
31,40,0,0.049,0.021,-0.263,0.007,-0.297,tensor(0.5749),6.2
31,60,0,0.067,0.006,-0.046,0.001,-0.075,tensor(0.1740),6.2
31,66,1,0.129,-0.02,0.753,1.02,1.258,tensor(8.1964),6.2
32,19,0,0.035,-0.092,0.143,0.007,0.104,tensor(0.4221),6.3
32,39,0,0.042,-0.102,-0.281,0.016,-0.311,tensor(0.7327),6.3
32,59,0,0.067,-0.091,0.26,0.009,0.236,tensor(0.6540),6.4
32,65,1,0.14,-0.019,0.6,1.021,1.108,tensor(8.5606),6.4
33,20,0,0.043,0.162,0.382,0.019,0.351,tensor(0.9330),6.5
33,40,0,0.062,0.252,0.03,0.002,-0.006,tensor(0.1976),6.5
33,60,0,0.081,0.074,0.023,0.004,-0.005,tensor(0.3132),6.6
33,68,-1,0.149,0.063,-0.838,1.098,-0.296,tensor(8.2237),6.6
34,19,0,0.037,0.143,-0.523,0.02,-0.554,tensor(0.9782),6.7
34,39,0,0.041,-0.116,0.216,0.004,0.18,tensor(0.4430),6.7
34,59,0,0.06,0.054,0.376,0.014,0.353,tensor(0.8136),6.8
34,65,1,0.107,0.204,0.67,0.618,0.97,tensor(6.6823),6.8
35,20,0,0.033,0.243,0.471,0.021,0.439,tensor(0.9827),6.8
35,40,0,0.041,0.298,-0.072,0.001,-0.11,tensor(0.1906),6.9
35,60,0,0.058,0.286,0.306,0.013,0.283,tensor(0.7695),7.0
35,66,1,0.107,0.369,0.504,0.386,0.688,tensor(4.6735),7.0
36,19,0,0.036,0.111,0.163,0.01,0.126,tensor(0.6135),7.0
36,39,0,0.048,0.319,0.349,0.024,0.323,tensor(0.9159),7.1
36,59,0,0.061,0.368,-0.203,0.005,-0.231,tensor(0.4426),7.1
36,67,1,0.126,0.356,0.465,0.396,0.655,tensor(4.3162),7.2
37,20,0,0.033,0.24,0.434,0.018,0.402,tensor(0.9057),7.2
37,40,0,0.04,0.204,-0.486,0.029,-0.509,tensor(1.0877),7.3
37,60,0,0.051,0.16,0.153,0.003,0.123,tensor(0.3858),7.3
37,70,1,0.102,0.223,1.133,0.573,1.405,tensor(5.9375),7.4
38,19,0,0.035,0.414,0.248,0.012,0.212,tensor(0.6674),7.4
38,39,0,0.038,0.544,-0.575,0.028,-0.599,tensor(0.9821),7.5
38,59,0,0.064,0.443,-0.022,0.001,-0.05,tensor(0.1380),7.5
38,63,1,0.12,0.505,0.0,0.24,0.12,tensor(2.4147),7.5
39,20,0,0.035,0.356,0.398,0.012,0.363,tensor(0.6634),7.6
39,40,0,0.049,0.466,0.129,0.002,0.092,tensor(0.2696),7.6
39,60,0,0.086,0.469,-0.073,0.009,-0.098,tensor(0.4404),7.7
39,68,1,0.131,0.473,0.635,0.263,0.754,tensor(3.8370),7.7
40,19,0,0.043,0.63,-0.334,0.009,-0.371,tensor(0.5409),7.8
40,39,0,0.045,0.707,-0.057,0.001,-0.095,tensor(0.1236),7.8
40,59,0,0.058,0.76,-0.659,0.04,-0.672,tensor(1.1249),7.9
40,71,0,0.12,0.655,-1.245,0.429,-1.047,tensor(4.6890),7.9
41,10,0,0.034,0.439,-1.969,0.201,-1.911,tensor(3.8752),7.9
42,19,0,0.037,0.625,-0.292,0.007,-0.33,tensor(0.4693),8.0
42,39,0,0.045,0.503,-0.467,0.018,-0.497,tensor(0.7847),8.1
42,59,0,0.058,0.491,-0.303,0.011,-0.329,tensor(0.6820),8.1
42,69,-1,0.126,0.407,-1.394,1.923,-0.444,tensor(9.4470),8.1
43,20,0,0.036,0.503,0.406,0.015,0.371,tensor(0.7899),8.2
43,40,0,0.046,0.561,0.045,0.0,0.007,tensor(0.1038),8.2
43,60,0,0.062,0.6,-0.124,0.002,-0.153,tensor(0.2279),8.3
43,66,-1,0.112,0.576,-0.993,2.453,0.225,tensor(9.2058),8.3
44,19,0,0.035,0.521,-0.326,0.016,-0.36,tensor(0.7007),8.4
44,39,0,0.045,0.483,0.299,0.008,0.265,tensor(0.5424),8.4
44,59,0,0.067,0.479,-0.331,0.017,-0.352,tensor(0.7562),8.5
44,67,1,0.139,0.359,0.569,0.393,0.759,tensor(4.6075),8.5
45,20,0,0.036,0.401,-0.243,0.017,-0.276,tensor(0.5803),8.6
45,40,0,0.054,0.28,0.425,0.016,0.396,tensor(0.8040),8.6
45,60,0,0.079,0.374,-0.481,0.035,-0.491,tensor(1.0911),8.7
45,66,1,0.141,0.166,0.358,0.68,0.693,tensor(5.7195),8.7
46,19,0,0.032,0.512,-0.431,0.015,-0.465,tensor(0.6978),8.7
46,39,0,0.038,0.476,-0.504,0.025,-0.529,tensor(0.9082),8.8
46,59,0,0.065,0.419,-0.015,0.001,-0.044,tensor(0.1107),8.9
46,65,-1,0.108,0.479,-1.298,2.159,-0.227,tensor(9.9035),8.9
47,20,0,0.036,0.316,0.078,0.014,0.044,tensor(0.5535),8.9
47,40,0,0.047,0.244,-0.135,0.003,-0.171,tensor(0.2884),9.0
47,60,0,0.07,0.254,0.228,0.008,0.203,tensor(0.5496),9.0
47,66,0,0.112,0.286,-0.282,0.082,-0.251,tensor(2.2091),9.0
48,19,0,0.039,0.243,-0.026,0.009,-0.063,tensor(0.4912),9.1
48,39,0,0.055,0.336,0.536,0.027,0.511,tensor(1.0404),9.2
48,59,0,0.067,0.554,-0.175,0.003,-0.205,tensor(0.3403),9.2
48,71,-1,0.119,0.528,-2.185,2.262,-1.071,tensor(8.8804),9.2
49,20,0,0.033,0.226,0.784,0.047,0.766,tensor(1.3488),9.3
49,40,0,0.05,0.312,-0.153,0.003,-0.188,tensor(0.3298),9.4
49,60,0,0.074,0.225,-0.03,0.001,-0.059,tensor(0.1269),9.4
49,70,1,0.124,0.127,1.075,0.728,1.427,tensor(6.0372),9.4
50,19,0,0.035,0.428,-0.159,0.014,-0.193,tensor(0.5493),9.5
50,39,0,0.04,0.376,-0.388,0.012,-0.42,tensor(0.6674),9.5
50,59,0,0.058,0.249,-0.307,0.011,-0.333,tensor(0.6294),9.6
50,67,1,0.106,0.154,0.875,0.692,1.21,tensor(6.0610),9.6
51,20,0,0.039,0.034,0.52,0.03,0.493,tensor(0.9970),9.7
51,40,0,0.041,0.156,-0.668,0.033,-0.691,tensor(1.0628),9.7
51,60,0,0.048,0.084,-0.061,0.002,-0.092,tensor(0.2040),9.8
51,74,1,0.117,0.125,1.271,0.715,1.613,tensor(5.3950),9.8
52,19,0,0.04,0.198,-0.111,0.003,-0.151,tensor(0.3111),9.9
52,39,0,0.047,0.261,0.167,0.003,0.131,tensor(0.3190),9.9
52,59,0,0.075,0.36,-0.155,0.003,-0.184,tensor(0.3227),10.0
52,63,1,0.084,0.356,1.327,0.408,1.512,tensor(6.4809),10.0
53,20,0,0.032,0.403,0.328,0.013,0.293,tensor(0.6228),10.1
53,40,0,0.039,0.469,0.242,0.005,0.207,tensor(0.3896),10.1
53,60,0,0.061,0.589,-0.038,0.0,-0.068,tensor(0.0883),10.2
53,68,0,0.107,0.6,-0.603,0.36,-0.435,tensor(3.5266),10.2
54,19,0,0.044,0.241,-0.181,0.008,-0.219,tensor(0.4777),10.3
54,39,0,0.057,0.227,0.227,0.004,0.191,tensor(0.3970),10.3
54,59,0,0.062,0.235,-0.3,0.011,-0.327,tensor(0.6461),10.4
54,69,-1,0.124,0.196,-1.4,1.39,-0.717,tensor(7.9643),10.4
55,20,0,0.033,0.479,-0.071,0.003,-0.112,tensor(0.2358),10.5
55,40,0,0.04,0.306,-0.309,0.011,-0.341,tensor(0.5871),10.5
55,60,0,0.053,0.204,0.101,0.002,0.07,tensor(0.2545),10.6
55,70,-1,0.105,0.243,-1.365,1.498,-0.631,tensor(7.8247),10.7
56,19,0,0.038,0.064,-0.437,0.021,-0.468,tensor(0.9250),10.8
56,39,0,0.045,-0.153,0.417,0.013,0.385,tensor(0.7606),10.9
56,59,0,0.058,-0.023,0.272,0.009,0.245,tensor(0.5682),10.9
56,69,1,0.108,0.009,1.388,0.944,1.846,tensor(7.0369),10.9
57,20,0,0.036,0.325,-0.399,0.012,-0.434,tensor(0.5949),11.0
57,40,0,0.044,0.139,0.008,0.001,-0.029,tensor(0.1272),11.1
57,60,0,0.094,0.294,-0.208,0.014,-0.225,tensor(0.6028),11.1
57,62,-1,0.122,0.225,-0.0,1.5,0.75,tensor(6.9710),11.1
58,19,0,0.038,0.129,0.212,0.004,0.172,tensor(0.3740),11.2
58,39,0,0.04,0.184,-0.409,0.017,-0.439,tensor(0.7680),11.2
58,59,0,0.046,0.143,0.12,0.002,0.087,tensor(0.2494),11.3
58,73,1,0.112,0.146,1.267,0.681,1.591,tensor(5.6972),11.3
59,20,0,0.034,0.205,0.211,0.013,0.177,tensor(0.5139),11.4
59,40,0,0.039,0.23,-0.312,0.01,-0.345,tensor(0.5954),11.4
59,60,0,0.065,0.108,0.297,0.009,0.272,tensor(0.5923),11.5
59,68,0,0.115,0.212,-0.17,0.045,-0.159,tensor(1.3554),11.5
60,19,0,0.034,0.222,-0.578,0.02,-0.61,tensor(0.8190),11.5
60,39,0,0.038,-0.065,0.206,0.008,0.171,tensor(0.4419),11.6
60,59,0,0.051,0.074,0.151,0.005,0.122,tensor(0.3718),11.7
60,71,0,0.119,0.1,-0.184,0.01,-0.193,tensor(0.6869),11.7
61,20,0,0.048,0.104,0.219,0.012,0.184,tensor(0.5255),11.8
61,40,0,0.055,0.048,-0.245,0.007,-0.28,tensor(0.4639),11.8
61,60,0,0.073,-0.036,0.227,0.007,0.201,tensor(0.5300),11.9
61,64,1,0.089,0.07,1.266,0.856,1.68,tensor(8.1427),11.9
62,19,0,0.042,0.005,-0.773,0.05,-0.789,tensor(1.3243),11.9
62,39,0,0.049,-0.167,-0.159,0.003,-0.196,tensor(0.3030),12.0
62,59,0,0.066,-0.144,0.441,0.023,0.421,tensor(0.9215),12.1
62,69,0,0.132,-0.01,0.023,0.0,0.011,tensor(0.0957),12.1
63,20,0,0.033,0.164,0.25,0.007,0.212,tensor(0.4155),12.1
63,40,0,0.041,0.309,-0.057,0.002,-0.094,tensor(0.1956),12.2
63,60,0,0.059,0.288,-0.351,0.013,-0.374,tensor(0.7022),12.2
63,68,1,0.108,0.211,0.71,0.599,0.999,tensor(5.3229),12.3
64,19,0,0.043,0.252,-0.498,0.014,-0.533,tensor(0.6910),12.3
64,39,0,0.049,0.173,-0.18,0.003,-0.216,tensor(0.3335),12.4
64,59,0,0.067,0.191,0.033,0.001,0.004,tensor(0.1124),12.4
64,65,1,0.092,0.236,1.247,0.568,1.516,tensor(6.2454),12.4
65,20,0,0.042,0.174,0.023,0.012,-0.013,tensor(0.5448),12.5
65,40,0,0.052,0.221,0.079,0.001,0.041,tensor(0.1533),12.6
65,60,0,0.068,0.276,-0.225,0.006,-0.254,tensor(0.4766),12.6
65,72,-1,0.138,0.209,-1.462,1.403,-0.773,tensor(7.7607),12.6
66,19,0,0.037,0.232,0.019,0.001,-0.022,tensor(0.1260),12.7
66,39,0,0.043,0.337,-0.128,0.002,-0.165,tensor(0.2398),12.8
66,59,0,0.083,0.269,-0.25,0.009,-0.272,tensor(0.5700),12.8
66,63,-1,0.138,0.252,-0.0,1.555,0.778,tensor(6.8800),12.8
67,20,0,0.034,0.214,0.179,0.004,0.14,tensor(0.3108),12.9
67,40,0,0.04,0.142,0.282,0.011,0.25,tensor(0.5595),12.9
67,60,0,0.061,0.136,-0.173,0.003,-0.201,tensor(0.3418),13.0
67,68,1,0.116,0.088,0.955,0.804,1.346,tensor(6.1022),13.0
68,19,0,0.044,0.137,0.023,0.001,-0.018,tensor(0.1760),13.1
68,39,0,0.046,0.219,0.062,0.001,0.024,tensor(0.1462),13.1
68,59,0,0.06,0.134,-0.436,0.021,-0.457,tensor(0.8681),13.2
68,67,1,0.107,0.002,1.247,0.968,1.718,tensor(7.4647),13.2
69,20,0,0.034,0.208,-0.307,0.01,-0.344,tensor(0.5286),13.2
69,40,0,0.039,0.239,-0.394,0.016,-0.424,tensor(0.7220),13.3
69,60,0,0.059,0.173,0.19,0.004,0.159,tensor(0.3725),13.4
69,72,1,0.109,0.22,1.098,0.571,1.368,tensor(5.0073),13.4
70,19,0,0.038,0.201,0.16,0.003,0.12,tensor(0.3188),13.4
70,39,0,0.044,0.27,-0.037,0.0,-0.075,tensor(0.0916),13.5
70,59,0,0.065,0.233,-0.338,0.015,-0.362,tensor(0.7384),13.6
70,69,1,0.127,0.109,1.154,0.76,1.521,tensor(5.8568),13.6
71,20,0,0.039,0.325,0.201,0.003,0.161,tensor(0.2995),13.6
71,40,0,0.048,0.422,-0.161,0.003,-0.198,tensor(0.2672),13.7
71,50,-1,0.05,0.44,-4.441,2.018,-3.466,tensor(9.4992),13.7
72,19,0,0.037,0.371,-0.111,0.003,-0.152,tensor(0.2663),13.8
72,39,0,0.044,0.282,-0.038,0.001,-0.076,tensor(0.1037),13.8
72,59,0,0.06,0.318,-0.059,0.001,-0.089,tensor(0.1196),13.9
72,69,-1,0.13,0.333,-1.79,1.726,-0.937,tensor(8.3638),13.9
73,20,0,0.03,0.314,0.193,0.003,0.152,tensor(0.3067),14.0
73,40,0,0.038,0.338,-0.2,0.005,-0.236,tensor(0.4044),14.0
73,60,0,0.056,0.141,-0.113,0.004,-0.142,tensor(0.2997),14.1
73,68,0,0.12,0.118,-0.104,0.015,-0.106,tensor(0.8133),14.1
74,19,0,0.034,0.305,0.215,0.008,0.177,tensor(0.4902),14.2
74,39,0,0.041,0.328,0.028,0.002,-0.009,tensor(0.1993),14.2
74,59,0,0.069,0.296,-0.28,0.009,-0.305,tensor(0.5521),14.3
74,73,0,0.135,0.227,-0.34,0.052,-0.328,tensor(1.5815),14.3
75,20,0,0.036,0.248,0.005,0.002,-0.036,tensor(0.1805),14.4
75,40,0,0.043,0.313,-0.04,0.0,-0.078,tensor(0.0834),14.4
75,60,0,0.058,0.252,0.165,0.003,0.137,tensor(0.3329),14.5
75,66,1,0.102,0.302,0.58,0.473,0.808,tensor(4.6902),14.5
76,19,0,0.033,0.226,-0.066,0.0,-0.108,tensor(0.1124),14.5
76,39,0,0.04,0.279,-0.183,0.003,-0.22,tensor(0.2920),14.6
76,59,0,0.055,0.248,-0.134,0.002,-0.165,tensor(0.2743),14.7
76,69,1,0.106,0.201,1.05,0.608,1.34,tensor(5.3074),14.7
77,20,0,0.031,0.255,0.039,0.001,-0.002,tensor(0.1448),14.7
77,40,0,0.045,0.191,0.236,0.007,0.202,tensor(0.4756),14.8
77,60,0,0.067,0.316,-0.039,0.001,-0.069,tensor(0.1102),14.9
77,68,1,0.116,0.26,0.817,0.526,1.067,tensor(4.8175),14.9
78,19,0,0.032,0.281,-0.121,0.002,-0.162,tensor(0.2452),14.9
78,39,0,0.038,0.349,0.296,0.008,0.263,tensor(0.5261),15.0
78,59,0,0.073,0.466,-0.281,0.011,-0.304,tensor(0.5552),15.0
78,65,-1,0.122,0.381,-1.414,1.88,-0.482,tensor(9.6417),15.1
79,20,0,0.037,0.389,-0.316,0.007,-0.353,tensor(0.4748),15.1
79,40,0,0.041,0.314,-0.415,0.015,-0.445,tensor(0.7191),15.2
79,60,0,0.062,0.157,-0.315,0.017,-0.336,tensor(0.6767),15.2
79,66,0,0.126,0.094,-0.027,0.009,-0.027,tensor(0.5485),15.2
80,19,0,0.036,0.179,0.085,0.005,0.046,tensor(0.3913),15.3
80,39,0,0.043,0.213,-0.118,0.001,-0.155,tensor(0.2031),15.3
80,59,0,0.057,0.266,-0.12,0.002,-0.151,tensor(0.2600),15.4
80,69,0,0.124,0.26,-0.296,0.068,-0.274,tensor(1.6674),15.4
81,20,0,0.031,0.169,0.01,0.002,-0.031,tensor(0.1920),15.5
81,40,0,0.043,0.201,-0.241,0.005,-0.276,tensor(0.4086),15.7
81,60,0,0.059,0.098,-0.041,0.001,-0.072,tensor(0.1167),15.8
81,68,-1,0.107,0.037,-1.253,1.045,-0.742,tensor(7.6217),15.8
82,19,0,0.039,0.232,-0.307,0.008,-0.345,tensor(0.5195),15.9
82,39,0,0.041,0.223,0.081,0.003,0.044,tensor(0.2493),15.9
82,59,0,0.051,0.305,0.28,0.01,0.252,tensor(0.5382),16.0
82,71,1,0.121,0.411,0.893,0.318,1.038,tensor(3.3463),16.0
83,20,0,0.037,0.093,-0.113,0.005,-0.152,tensor(0.3366),16.1
83,40,0,0.041,0.087,0.063,0.001,0.026,tensor(0.1312),16.1
83,60,0,0.056,0.196,0.357,0.013,0.332,tensor(0.6903),16.2
83,70,-1,0.108,0.337,-1.881,1.735,-1.028,tensor(8.1517),16.2
84,19,0,0.046,0.104,0.025,0.007,-0.013,tensor(0.3656),16.3
84,39,0,0.048,0.201,-0.177,0.003,-0.213,tensor(0.3077),16.3
84,59,0,0.069,0.14,-0.27,0.008,-0.296,tensor(0.5384),16.4
84,67,1,0.133,0.074,0.783,0.83,1.189,tensor(6.0110),16.4
85,20,0,0.033,-0.002,0.352,0.016,0.319,tensor(0.6363),16.4
85,40,0,0.044,0.069,-0.404,0.013,-0.435,tensor(0.7103),16.5
85,60,0,0.082,-0.008,0.031,0.001,0.004,tensor(0.1300),16.6
85,64,1,0.126,-0.012,0.69,1.015,1.193,tensor(8.2444),16.6
86,19,0,0.033,0.112,0.051,0.006,0.013,tensor(0.3421),16.6
